time,wheel_rpm,velocity,acceleration,F_r
0.002000000000000668,373.5961914,11.587463919238214,0.9782988039558065,0.0
0.004000000000001336,371.1853027,11.583981996949703,0.9078202163982708,0.0
0.006000000000000227,371.9787598,11.582348387327421,0.8934444516242595,0.0
0.008000000000000895,362.3962402,11.579379885213779,0.857785086645967,0.0
0.009999999999999787,357.7270508,11.576682095565987,0.827259923722241,0.0
0.012000000000000455,358.8256836,11.575487226797609,0.8108304780041151,0.0
0.014000000000001123,358.6120605,11.573106824149214,0.7829190899376747,0.0
0.016000000000000014,357.6965332,11.569074142040645,0.7242024916849857,0.0
0.018000000000000682,358.8867188,11.56281041592561,0.6467227201193734,0.0
0.02000000000000135,362.5488281,11.55650001524644,0.5633619535954199,0.0
0.02200000000000024,360.4125977,11.551281799319032,0.484015199770393,0.0
0.02400000000000091,363.3728027,11.550030921067577,0.44938267495829415,0.0
0.0259999999999998,369.5678711,11.549526835811655,0.40018768760509515,0.0
0.02800000000000047,372.9858398,11.547034414227692,0.3454851017455261,0.0
0.030000000000001137,375.9155273,11.544766030545444,0.27948727222229747,0.0
0.03200000000000003,379.7912598,11.541890877590657,0.20079396241748235,0.0
0.034000000000000696,383.1787109,11.540565320048824,0.1416106188293815,0.0
0.036000000000001364,384.2163086,11.543627171260143,0.14665147138860088,0.0
0.038000000000000256,382.7209473,11.546296956181694,0.13899684336034304,0.0
0.040000000000000924,382.7209473,11.546913060403773,0.10156384531210984,0.0
0.041999999999999815,387.6037598,11.5470997586603,0.0673047172577428,0.0
0.04400000000000048,384.4909668,11.545410139554942,0.006814485935113348,0.0
0.04600000000000115,385.5285645,11.545018073265174,-0.028471481979538287,0.011863117491474286
0.04800000000000004,383.2702637,11.545559498196871,-0.03687290291161552,0.027226827037980753
0.05000000000000071,377.0446777,11.546082253260098,-0.052835603294293626,0.049241661743936425
0.0519999999999996,376.3427734,11.547613178865756,-0.05162206474920895,0.07075085538944016
0.05400000000000027,373.5656738,11.549377477261489,-0.0513420174867626,0.09214336267559124
0.05600000000000094,368.1030273,11.547155768143375,-0.08401421023825337,0.12714928360819683
0.05799999999999983,367.8588867,11.544028572530037,-0.1364764170807032,0.18401445739182315
0.0600000000000005,365.9667969,11.539921211131094,-0.16980205415825572,0.2547653132910963
0.062000000000001165,359.954834,11.534460287464077,-0.21834359779708556,0.34574181237321533
0.06400000000000006,355.2856445,11.530072878680336,-0.23916045236019026,0.445392000856628
0.06600000000000072,360.6872559,11.529139387458866,-0.24420130491939684,0.5471425445730433
0.06799999999999962,360.6872559,11.52546143205606,-0.2865818063375004,0.6665516305470018
0.07000000000000028,360.1989746,11.518917658556232,-0.36704875012989674,0.8194886097677921
0.07200000000000095,362.2436523,11.512831295748192,-0.45647720968517436,1.0096874471366148
0.07399999999999984,362.4267578,11.506576904521513,-0.5344237271980278,1.232364000135793
0.07600000000000051,357.635498,11.501834769093191,-0.6093830724840459,1.4862736136708121
0.07800000000000118,363.7695313,11.50088260806442,-0.6272127548202284,1.7476122615125738
0.08000000000000007,370.9411621,11.499277003168386,-0.6567110775778013,2.021241877169991
0.08200000000000074,371.8566895,11.495319000380784,-0.7074929999279138,2.3160306271399556
0.08399999999999963,374.7253418,11.490660879161783,-0.7998152822147412,2.6492869947294304
0.0860000000000003,381.7138672,11.489820737068579,-0.8607722591786537,3.0079421027205364
0.08800000000000097,378.2348633,11.488821901475674,-0.8800021781329851,3.3746096769426135
0.08999999999999986,369.4763184,11.485237295170544,-0.9244363604952371,3.759791493815629
0.09200000000000053,377.6550293,11.485508007636394,-0.9374118883452249,4.150379780626139
0.0940000000000012,381.0119629,11.486936249225431,-0.9414259004323833,4.5426405724729655
0.09600000000000009,378.7841797,11.486142781696358,-0.9695239862659577,4.946608900083781
0.09800000000000075,378.5400391,11.484975917684814,-1.02366647698891,5.373136598829161
0.09999999999999964,383.3007813,11.485078601732022,-1.0482172960708045,5.80989380552533
0.10200000000000031,374.0539551,11.481493995426893,-1.059699238113209,6.251435154739166
0.10400000000000098,370.3308105,11.479907060338157,-1.0407493661154712,6.685080723953946
0.10599999999999987,368.8049316,11.480691192948283,-1.0165719437913745,7.108652367200352
0.10800000000000054,366.4855957,11.477003902595946,-1.0237598261783196,7.535218961441319
0.11000000000000121,361.7248535,11.470870865254364,-1.0581123031161888,7.976099087739731
0.1120000000000001,361.2976074,11.465391271749459,-1.1009595504814929,8.434832233773687
0.11400000000000077,367.8283691,11.46357096384006,-1.0953586030915403,8.891231651728495
0.11599999999999966,359.5275879,11.460966523320533,-1.0810761872011048,9.341680063062288
0.11800000000000033,356.0180664,11.457139209306382,-1.0567120661922689,9.781976757309067
0.120000000000001,358.9782715,11.45278914019842,-1.037108750480211,10.214105403342488
0.12199999999999989,362.6098633,11.4463480507458,-1.0493374857323154,10.651329355730953
0.12400000000000055,357.9406738,11.437825275836877,-1.1220564523069854,11.11885287752553
0.12600000000000122,361.8774414,11.430067963761369,-1.1945887205028138,11.616598177735035
0.1280000000000001,367.0654297,11.425727229572352,-1.2130718465533832,12.122044780465613
0.13000000000000078,362.9150391,11.421153122593262,-1.2361290795218018,12.637098563599697
0.13199999999999967,366.9433594,11.418623361394701,-1.2326751619595318,13.150713214416168
0.13400000000000034,371.9482422,11.415057424927456,-1.2550789512136482,13.673662777421853
0.136000000000001,373.0163574,11.411575502638946,-1.3205166862119102,14.223878063343484
0.1379999999999999,374.1149902,11.407029400355512,-1.3926755582618044,14.804159545952567
0.14000000000000057,378.2348633,11.402259260200946,-1.4465380020282348,15.406883713464333
