"Time"	"RR_Fx"	"RR_Fy"	"RR_Fz"	"RR_Mx"	"RR_My"	"RR_Mz"	"RR_Wheel Speed"	"RR_Position"	"RR_Ax"	"RR_Ay"	"RR_Az"
0.208	-20.75195313	221.5576172	637.2070313	-82.21435547	-42.48046875	0.5493164063	-2.777099609	156.3464355	-0.2716064453	-0.03051757813	1.223754883
0.21	-51.26953125	212.4023438	646.9726563	-82.58056641	-43.02978516	0.1831054688	-2.777099609	156.3684082	-0.04577636719	0.02746582031	1.171875
0.212	-74.46289063	209.3505859	659.1796875	-82.58056641	-43.21289063	0.5493164063	-3.051757813	156.4343262	0.1098632813	0.048828125	0.9796142578
0.214	-92.7734375	208.1298828	667.7246094	-81.84814453	-43.02978516	2.014160156	0.3662109375	156.4892578	0.2075195313	0.06103515625	0.7934570313
0.216	-112.3046875	213.6230469	676.2695313	-80.93261719	-43.02978516	3.479003906	2.868652344	156.5441895	0.2105712891	0.003051757813	0.732421875
0.218	-129.3945313	225.2197266	678.7109375	-80.38330078	-42.48046875	4.943847656	2.471923828	156.5991211	0.2044677734	-0.07019042969	0.7934570313
0.22	-135.4980469	232.5439453	675.0488281	-78.55224609	-42.11425781	6.591796875	2.532958984	156.6210938	0.2807617188	-0.1007080078	0.8117675781
0.222	-136.71875	234.9853516	667.7246094	-76.53808594	-41.74804688	7.690429688	2.532958984	156.6210938	0.4333496094	-0.003051757813	0.78125
0.224	-135.4980469	237.4267578	664.0625	-75.98876953	-41.38183594	8.422851563	2.532958984	156.5771484	0.6011962891	0.01525878906	0.8239746094
0.226	-126.953125	245.3613281	661.6210938	-76.171875	-41.38183594	9.155273438	2.532958984	156.5222168	0.7080078125	-0.06408691406	0.9704589844
0.228	-106.2011719	244.7509766	657.9589844	-76.53808594	-41.74804688	9.887695313	2.502441406	156.4672852	0.7110595703	-0.1159667969	1.052856445
0.23	-86.66992188	241.6992188	653.0761719	-77.08740234	-42.11425781	9.521484375	2.746582031	156.3793945	0.5401611328	-0.1861572266	1.022338867
0.232	-78.125	237.4267578	654.296875	-78.00292969	-42.48046875	7.873535156	1.770019531	156.3354492	0.3173828125	-0.2502441406	1.025390625
0.234	-70.80078125	223.9990234	657.9589844	-79.28466797	-43.39599609	6.408691406	-2.624511719	156.2695313	0.1739501953	-0.1525878906	1.062011719
0.236	-58.59375	213.6230469	656.7382813	-80.74951172	-44.67773438	5.310058594	-3.173828125	156.2585449	0.1434326172	-0.05493164063	1.132202148
0.238	-42.72460938	216.0644531	657.9589844	-81.84814453	-45.95947266	3.845214844	-2.990722656	156.2695313	0.003051757813	-0.07934570313	1.187133789
0.24	-39.0625	216.0644531	660.4003906	-81.66503906	-47.05810547	1.647949219	-3.051757813	156.2695313	-0.3265380859	-0.08239746094	1.132202148
0.242	-39.0625	205.6884766	657.9589844	-79.83398438	-48.15673828	-0.5493164063	-3.051757813	156.2585449	-0.6042480469	0.09460449219	1.028442383
0.244	-39.0625	202.0263672	650.6347656	-78.73535156	-49.25537109	-2.014160156	-3.051757813	156.2585449	-0.6927490234	0.2197265625	1.031494141
0.246	-46.38671875	208.7402344	646.9726563	-79.28466797	-49.98779297	-3.112792969	-3.051757813	156.3244629	-0.537109375	0.1983642578	1.205444336
0.248	-64.69726563	221.5576172	649.4140625	-80.56640625	-50.53710938	-3.662109375	-3.021240234	156.3574219	-0.3051757813	0.03051757813	1.385498047
0.25	-81.78710938	228.8818359	654.296875	-81.11572266	-50.72021484	-2.746582031	-3.112792969	156.4013672	-0.1373291016	-0.1129150391	1.29699707
0.252	-93.99414063	230.1025391	660.4003906	-80.56640625	-50.72021484	-1.098632813	-2.960205078	156.4453125	-0.02746582031	-0.146484375	0.9979248047
0.254	-102.5390625	223.3886719	667.7246094	-79.65087891	-49.8046875	1.281738281	1.46484375	156.5002441	0.003051757813	-0.08850097656	0.8148193359
0.256	-113.5253906	214.84375	670.1660156	-79.1015625	-48.88916016	4.577636719	3.112792969	156.5551758	0.06408691406	0.03662109375	0.8575439453
0.258	-122.0703125	215.4541016	671.3867188	-79.1015625	-47.42431641	7.32421875	2.746582031	156.6210938	0.2197265625	0.009155273438	0.9704589844
0.26	-125.7324219	220.9472656	676.2695313	-78.73535156	-45.41015625	9.338378906	2.807617188	156.6101074	0.4058837891	-0.01525878906	0.9399414063
0.262	-123.2910156	222.7783203	676.2695313	-77.45361328	-43.57910156	10.07080078	2.807617188	156.6210938	0.5065917969	-0.0244140625	0.7171630859
0.264	-122.0703125	225.8300781	668.9453125	-76.72119141	-41.56494141	9.704589844	2.807617188	156.5991211	0.5706787109	-0.006103515625	0.6195068359
