"Time","RR_Fx","RR_Fy","RR_Fz","RR_Mx","RR_My","RR_Mz","RR_Wheel,Speed","RR_Position","RR_Ax","RR_Ay","RR_Az"
5.826,-354.0039063,289.9169922,747.0703125,-108.9477539,-129.0893555,-42.29736328,262.3596191,92.65869141,-1.358032227,-0.9613037109,1.565551758
5.828,-318.6035156,292.96875,789.7949219,-106.0180664,-125.4272461,-37.90283203,257.1716309,95.75683594,-0.1800537109,-0.6469726563,0.9674072266
5.83,-357.6660156,266.7236328,803.2226563,-97.59521484,-122.1313477,-31.49414063,260.6201172,98.85498047,0.05798339844,-0.1708984375,0.3631591797
5.832,-499.2675781,151.9775391,782.4707031,-90.08789063,-123.046875,-27.28271484,267.4255371,102.0410156,-0.4302978516,1.809692383,0.5279541016
5.834,-552.9785156,295.4101563,771.484375,-96.49658203,-122.4975586,-17.39501953,263.7939453,105.2380371,-0.7080078125,0.8605957031,1.119995117
5.836,-434.5703125,511.4746094,838.6230469,-106.7504883,-118.4692383,1.647949219,258.2702637,108.3581543,-0.1037597656,-2.80456543,1.419067383
5.838,-297.8515625,375.3662109,847.1679688,-95.94726563,-111.8774414,20.69091797,258.7280273,111.4672852,1.184082031,-1.763916016,0.8392333984
5.84,-305.1757813,156.8603516,800.78125,-82.58056641,-110.4125977,32.04345703,250.2746582,114.4995117,1.617431641,1.248168945,-0.1617431641
5.842,-407.7148438,87.28027344,777.5878906,-79.65087891,-114.8071289,32.59277344,252.4108887,117.5097656,0.9033203125,2.633666992,-0.2197265625
5.844,-432.1289063,420.5322266,837.4023438,-92.28515625,-119.7509766,24.35302734,259.8876953,120.5859375,0,-1.663208008,0.5249023438
5.846,-357.6660156,445.5566406,885.0097656,-101.4404297,-123.046875,23.4375,262.1154785,123.7390137,0.5065917969,-3.042602539,1.116943359
5.848,-262.4511719,273.4375,810.546875,-96.86279297,-120.4833984,21.97265625,254.1503906,126.8261719,1.461791992,0.2197265625,0.9124755859
5.85,-302.734375,250.2441406,781.25,-94.66552734,-119.934082,4.943847656,257.019043,129.8913574,1.107788086,1.089477539,0.5859375
5.852,-400.390625,242.3095703,771.484375,-89.17236328,-122.1313477,-8.239746094,257.0495605,132.9675293,0.1312255859,1.684570313,0.6408691406
5.854,-430.9082031,450.4394531,808.1054688,-94.84863281,-121.9482422,-19.95849609,260.0402832,136.0656738,-0.6103515625,-0.8575439453,0.9613037109
5.856,-343.0175781,515.7470703,832.5195313,-101.0742188,-118.2861328,-26.3671875,263.2751465,139.21875,-0.4943847656,-2.481079102,1.498413086
5.858,-189.2089844,347.9003906,765.3808594,-92.28515625,-113.1591797,-18.67675781,260.1623535,142.3608398,-0.1495361328,-0.7598876953,1.531982422
5.86,-112.3046875,179.4433594,706.7871094,-79.28466797,-111.8774414,-13.54980469,267.1203613,145.513916,-0.68359375,1.602172852,0.9185791016
5.862,-166.015625,170.2880859,708.0078125,-83.12988281,-113.8916016,-18.67675781,270.8129883,148.7548828,-2.053833008,1.803588867,0.8148193359
5.864,-266.1132813,258.7890625,740.9667969,-99.06005859,-115.9057617,-28.38134766,270.111084,151.9958496,-3.19519043,0.2105712891,1.388549805
5.866,-323.4863281,292.3583984,772.7050781,-115.1733398,-113.8916016,-38.45214844,272.2167969,155.2587891,-2.688598633,-0.7385253906,2.264404297
5.868,-314.9414063,247.1923828,762.9394531,-119.7509766,-112.2436523,-41.74804688,272.0947266,158.5217285,-0.9582519531,-0.7843017578,2.130126953
5.87,-357.6660156,134.8876953,744.6289063,-116.6381836,-116.4550781,-40.64941406,264.9230957,161.751709,0.5584716797,0.7141113281,1.5625
5.872,-455.3222656,203.2470703,722.65625,-109.6801758,-120.1171875,-40.28320313,265.0146484,164.9157715,0.6988525391,0.3356933594,0.7293701172
5.874,-480.9570313,303.3447266,780.0292969,-107.2998047,-120.1171875,-34.42382813,266.5710449,168.1018066,-0.1647949219,-0.9338378906,0.2014160156
5.876,-406.4941406,307.6171875,805.6640625,-101.0742188,-117.9199219,-22.15576172,267.8527832,171.3098145,-0.8209228516,-0.5279541016,0.6652832031
5.878,-300.2929688,323.4863281,788.5742188,-93.75,-118.1030273,-5.126953125,267.4255371,174.5288086,-0.8636474609,-0.5920410156,1.416015625
5.88,-279.5410156,242.3095703,751.953125,-86.97509766,-121.9482422,14.46533203,263.1835938,177.7148438,-0.1586914063,0.6866455078,1.190185547
5.882,-291.7480469,308.2275391,736.0839844,-87.890625,-122.4975586,27.46582031,255.1574707,180.8129883,0.5889892578,0.5950927734,0.3967285156
5.884,-314.9414063,433.9599609,799.5605469,-100.5249023,-119.7509766,25.08544922,248.7792969,183.8232422,0.6408691406,-1.138305664,0.03967285156
5.886,-335.6933594,396.7285156,833.7402344,-104.1870117,-117.7368164,24.16992188,246.9787598,186.7895508,0.6805419922,-1.156616211,0.2716064453
5.888,-371.09375,279.5410156,805.6640625,-100.5249023,-120.1171875,24.71923828,256.2255859,189.810791,0.9185791016,0.4058837891,0.3967285156
5.89,-408.9355469,391.2353516,791.015625,-101.9897461,-123.5961914,16.47949219,258.9416504,192.9089355,0.9918212891,-0.6591796875,0.3540039063
5.892,-379.6386719,422.3632813,788.5742188,-101.9897461,-123.046875,9.704589844,261.138916,196.0400391,1.058959961,-1.580810547,0.4333496094
5.894,-324.7070313,277.0996094,805.6640625,-100.5249023,-120.4833984,2.197265625,252.166748,199.1162109,1.000976563,0.5676269531,0.8453369141
5.896,-322.265625,177.0019531,773.9257813,-96.6796875,-118.8354492,-9.155273438,257.0495605,202.1594238,0.6256103516,2.114868164,1.150512695
5.898,-335.6933594,279.5410156,751.953125,-95.76416016,-121.5820313,-14.09912109,261.2304688,205.279541,-0.05493164063,0.830078125,1.455688477
5.9,-328.3691406,444.9462891,780.0292969,-101.9897461,-123.2299805,-19.40917969,263.7939453,208.4216309,-0.8636474609,-2.172851563,1.336669922
5.902,-250.2441406,364.3798828,791.015625,-101.8066406,-120.1171875,-19.59228516,268.7072754,211.6296387,-1.077270508,-1.388549805,0.7293701172
5.904,-150.1464844,212.4023438,762.9394531,-99.609375,-116.2719727,-17.02880859,267.7612305,214.8486328,-1.208496094,1.156616211,0.8850097656
5.906,-157.4707031,156.25,723.8769531,-100.7080078,-116.8212891,-21.78955078,277.0080566,218.1115723,-1.815795898,2.099609375,1.663208008
5.908,-301.5136719,187.9882813,738.5253906,-105.46875,-120.8496094,-33.50830078,281.5856934,221.484375,-2.426147461,1.443481445,2.83203125
5.91,-388.1835938,348.5107422,781.25,-115.3564453,-121.5820313,-42.11425781,279.6630859,224.8461914,-2.233886719,-1.168823242,2.536010742
5.912,-372.3144531,308.2275391,799.5605469,-115.7226563,-119.0185547,-42.66357422,278.2592773,228.1970215,-0.5798339844,-1.501464844,0.9918212891
5.914,-356.4453125,156.25,780.0292969,-107.1166992,-114.9902344,-42.11425781,270.9960938,231.4819336,1.031494141,0.9002685547,-0.1312255859
5.916,-412.5976563,178.2226563,791.015625,-102.722168,-114.9902344,-37.53662109,273.6206055,234.744873,1.303100586,0.7446289063,0.01525878906
5.918,-474.8535156,261.2304688,821.5332031,-99.79248047,-119.5678711,-25.81787109,285.3088379,238.1066895,0.2624511719,-0.2563476563,0.7507324219
5.92,-380.859375,377.1972656,809.3261719,-98.14453125,-117.7368164,-5.310058594,280.5480957,241.5124512,-0.6561279297,-1.593017578,0.9429931641
5.922,-229.4921875,330.8105469,805.6640625,-98.14453125,-112.2436523,13.91601563,272.0336914,244.8193359,-0.5096435547,-0.8117675781,0.7568359375
5.924,-238.0371094,182.4951172,806.8847656,-94.29931641,-110.4125977,20.87402344,267.6696777,248.0493164,-0.1678466797,1.705932617,0.4821777344
5.926,-355.2246094,267.3339844,817.8710938,-99.609375,-114.074707,21.78955078,259.4299316,251.2133789,0.1708984375,1.400756836,0.6072998047
5.928,-410.15625,505.9814453,848.3886719,-108.3984375,-119.2016602,19.04296875,253.9367676,254.2785645,0.5493164063,-2.386474609,0.9124755859
5.93,-350.3417969,439.453125,858.1542969,-105.46875,-122.1313477,19.40917969,255.4626465,257.3327637,1.553344727,-2.145385742,0.5340576172
5.932,-270.9960938,322.265625,858.1542969,-98.69384766,-120.1171875,12.26806641,255.3100586,260.3869629,1.751708984,-0.08544921875,0
5.934,-305.1757813,236.2060547,833.7402344,-88.43994141,-119.2016602,-3.112792969,262.6647949,263.4960938,0.8392333984,1.040649414,0.07629394531
5.936,-340.5761719,258.1787109,832.5195313,-86.05957031,-121.3989258,-7.141113281,268.7683105,266.7041016,0.003051757813,1.150512695,0.7415771484
5.938,-317.3828125,421.7529297,853.2714844,-93.93310547,-120.1171875,-11.90185547,260.6811523,269.8791504,-0.3326416016,-1.211547852,1.24206543
5.94,-300.2929688,392.4560547,877.6855469,-102.355957,-117.9199219,-19.59228516,256.1340332,272.9772949,-0.03662109375,-1.208496094,1.208496094
5.942,-288.0859375,339.3554688,842.2851563,-106.3842773,-114.6240234,-22.88818359,250,275.9985352,0.01525878906,0.1342773438,1.266479492
5.944,-251.4648438,406.4941406,808.1054688,-113.3422852,-113.1591797,-24.71923828,258.3312988,279.041748,-0.5340576172,-0.8666992188,1.806640625
5.946,-180.6640625,319.2138672,776.3671875,-109.3139648,-113.7084961,-17.94433594,268.4326172,282.2167969,-1.10168457,-0.3967285156,1.983642578
5.948,-119.6289063,188.5986328,770.2636719,-106.3842773,-111.328125,-12.81738281,272.8271484,285.46875,-1.867675781,1.348876953,1.931762695
5.95,-157.4707031,167.8466797,804.4433594,-111.328125,-108.9477539,-23.07128906,277.2827148,288.7756348,-2.407836914,1.550292969,1.989746094
5.952,-247.8027344,191.6503906,817.8710938,-116.6381836,-109.1308594,-36.25488281,280.1208496,292.1264648,-2.282714844,0.5767822266,2.51159668
5.954,-301.5136719,291.1376953,853.2714844,-116.8212891,-110.7788086,-43.21289063,283.1420898,295.4992676,-1.324462891,-1.281738281,2.398681641
5.956,-329.5898438,230.7128906,885.0097656,-117.0043945,-110.4125977,-42.48046875,277.9541016,298.8830566,0.3784179688,-1.065063477,1.376342773
5.958,-364.9902344,180.0537109,881.3476563,-118.6523438,-107.8491211,-39.73388672,270.9655762,302.1459961,1.358032227,1.065063477,0.48828125
5.96,-457.7636719,288.6962891,905.7617188,-124.5117188,-105.1025391,-41.015625,280.9448242,305.4748535,0.9490966797,0.1953125,0.9552001953
5.962,-479.7363281,292.3583984,905.7617188,-121.7651367,-104.3701172,-28.19824219,284.5458984,308.8696289,0.2258300781,0.5828857422,1.696777344
5.964,-354.0039063,447.9980469,894.7753906,-118.1030273,-105.6518555,-2.197265625,282.1350098,312.2753906,-0.29296875,-1.397705078,2.230834961
5.966,-231.9335938,445.5566406,894.7753906,-114.074707,-104.5532227,21.42333984,272.2167969,315.5932617,-0.06713867188,-1.824951172,1.232910156
5.968,-207.5195313,310.0585938,880.1269531,-101.6235352,-100.5249023,30.21240234,265.6860352,318.8122559,0.2716064453,0.3082275391,-0.4455566406
5.97,-290.5273438,252.0751953,889.8925781,-102.5390625,-98.69384766,22.88818359,260.7116699,321.965332,0.4028320313,1.376342773,-0.1831054688
5.972,-335.6933594,301.5136719,920.4101563,-107.6660156,-102.1728516,21.05712891,258.605957,325.0634766,0.8605957031,0.7049560547,1.113891602
5.974,-295.4101563,477.2949219,954.5898438,-111.5112305,-106.0180664,21.78955078,267.364502,328.2275391,1.321411133,-2.301025391,1.766967773
5.976,-255.1269531,366.8212891,958.2519531,-112.6098633,-106.7504883,16.84570313,267.7307129,331.4575195,2.096557617,-1.181030273,0.9552001953
5.978,-289.3066406,267.3339844,935.0585938,-113.1591797,-105.8349609,2.746582031,261.8408203,334.621582,1.968383789,1.138305664,0.02746582031
5.98,-340.5761719,317.3828125,914.3066406,-116.2719727,-106.0180664,-9.155273438,259.4604492,337.7307129,0.7354736328,1.010131836,0.5584716797
5.982,-290.5273438,480.3466797,897.2167969,-115.3564453,-107.8491211,-13.18359375,262.8479004,340.8728027,-0.3723144531,-1.522827148,1.898193359
5.984,-225.8300781,433.3496094,913.0859375,-111.328125,-110.4125977,-13.36669922,257.8735352,344.0148926,-0.7904052734,-1.550292969,2.032470703
5.986,-178.2226563,335.6933594,902.0996094,-107.8491211,-109.4970703,-15.56396484,256.5002441,347.0690918,-0.7781982422,0.2777099609,1.324462891
5.988,-179.4433594,278.9306641,877.6855469,-109.6801758,-106.3842773,-23.80371094,265.9606934,350.222168,-1.14440918,1.156616211,1.278686523
5.99,-144.0429688,282.5927734,836.1816406,-107.4829102,-103.6376953,-24.53613281,271.5454102,353.4411621,-1.400756836,1.095581055,1.718139648
5.992,-126.953125,320.4345703,882.5683594,-119.0185547,-102.355957,-23.80371094,277.0690918,356.7590332,-1.46484375,-0.2502441406,2.551269531
5.994,-196.5332031,249.6337891,925.2929688,-127.6245117,-104.0039063,-30.94482422,272.4609375,0.0439453125,-1.690673828,0.3204345703,2.331542969
5.996,-295.4101563,223.3886719,958.2519531,-136.2304688,-104.9194336,-43.76220703,275.3295898,3.328857422,-1.553344727,0.830078125,1.873779297
5.998,-334.4726563,305.7861328,924.0722656,-140.9912109,-107.2998047,-51.26953125,278.137207,6.646728516,-0.8483886719,-0.05798339844,1.733398438
6,-292.96875,388.1835938,900.8789063,-140.8081055,-111.1450195,-45.41015625,276.550293,9.986572266,-0.06408691406,-1.977539063,2.572631836
6.002,-256.3476563,249.0234375,893.5546875,-126.8920898,-111.8774414,-30.57861328,276.6723633,13.29345703,0.2044677734,-0.3967285156,2.020263672
6.004,-264.8925781,191.6503906,906.9824219,-115.1733398,-112.9760742,-18.67675781,285.4309082,16.67724609,-0.3662109375,1.245117188,0.4150390625
6.006,-341.796875,189.8193359,895.9960938,-113.1591797,-114.2578125,-15.19775391,284.0881348,20.09399414,-1.110839844,1.910400391,0
6.008,-347.9003906,395.5078125,895.9960938,-118.8354492,-114.2578125,-4.943847656,281.9519043,23.48876953,-1.022338867,-0.1861572266,0.9124755859
6.01,-290.5273438,537.109375,952.1484375,-123.2299805,-115.1733398,12.08496094,278.7780762,26.86157227,-0.08239746094,-3.280639648,1.483154297
6.012,-264.8925781,350.3417969,914.3066406,-115.1733398,-114.9902344,26.00097656,265.411377,30.11352539,1.431274414,-0.4516601563,0.2105712891
6.014,-330.8105469,332.03125,899.6582031,-114.074707,-113.1591797,19.77539063,264.6789551,33.27758789,1.641845703,0.9643554688,-0.8941650391
6.016,-426.0253906,317.3828125,895.9960938,-111.8774414,-113.5253906,10.80322266,268.6157227,36.4855957,0.9643554688,1.229858398,-0.7720947266
6.018,-416.2597656,416.8701172,878.90625,-109.6801758,-114.9902344,14.09912109,272.1252441,39.7265625,0.4760742188,-0.3143310547,0.3723144531
6.02,-344.2382813,416.2597656,863.0371094,-106.0180664,-115.3564453,18.85986328,272.4609375,43.00048828,0.5554199219,-1.599121094,0.8178710938
6.022,-312.5,277.0996094,792.2363281,-95.76416016,-113.7084961,13.18359375,266.1132813,46.23046875,0.8605957031,0.2532958984,-0.5279541016
6.024,-330.8105469,256.3476563,771.484375,-92.10205078,-111.6943359,-0.732421875,262.7868652,49.39453125,0.3173828125,0.8850097656,-1.361083984
6.026,-316.1621094,318.6035156,780.0292969,-89.53857422,-109.1308594,-10.98632813,267.9138184,52.58056641,-0.06103515625,-0.04577636719,-0.5920410156
6.028,-275.8789063,357.6660156,794.6777344,-88.98925781,-108.9477539,-13.54980469,262.9089355,55.76660156,-0.2075195313,-1.327514648,1.052856445
6.03,-249.0234375,261.2304688,760.4980469,-86.05957031,-108.3984375,-15.56396484,268.4326172,58.94165039,-0.7293701172,-0.2716064453,1.473999023
6.032,-230.7128906,194.7021484,699.4628906,-83.12988281,-105.2856445,-21.60644531,273.8342285,62.21557617,-1.245117188,1.251220703,0.3540039063
6.034,-144.0429688,267.9443359,698.2421875,-82.94677734,-103.2714844,-21.05712891,275.1464844,65.50048828,-1.629638672,0.8087158203,-0.08544921875
6.036,-100.0976563,334.4726563,743.4082031,-88.62304688,-103.0883789,-19.59228516,272.9797363,68.79638672,-1.718139648,-0.8666992188,0.8941650391
6.038,-181.8847656,194.0917969,747.0703125,-94.29931641,-104.5532227,-24.53613281,270.7519531,72.04833984,-2.114868164,0.5706787109,1.831054688
6.04,-313.7207031,148.9257813,693.359375,-99.79248047,-105.1025391,-37.71972656,279.9682617,75.35522461,-2.279663086,1.425170898,1.690673828
6.042,-357.6660156,184.3261719,692.1386719,-103.6376953,-105.8349609,-49.07226563,284.7900391,78.75,-1.293945313,0.7873535156,1.217651367
6.044,-289.3066406,244.7509766,773.9257813,-104.9194336,-106.0180664,-47.97363281,285.0036621,82.17773438,0.3082275391,-0.7781982422,1.443481445
6.046,-310.0585938,202.0263672,804.4433594,-97.22900391,-106.2011719,-39.00146484,283.1420898,85.58349609,1.068115234,-0.9674072266,1.284790039
6.048,-347.9003906,166.6259766,760.4980469,-89.17236328,-103.2714844,-25.81787109,283.3862305,88.97827148,0.2593994141,-0.1342773438,0.2563476563
6.05,-369.8730469,170.8984375,718.9941406,-84.77783203,-99.609375,-19.59228516,282.9284668,92.3840332,-1.049804688,0.5432128906,-0.4180908203
6.052,-339.3554688,216.0644531,762.9394531,-88.98925781,-97.41210938,-6.591796875,282.043457,95.76782227,-1.132202148,0.8544921875,0.5523681641
6.054,-256.3476563,432.7392578,808.1054688,-99.06005859,-94.66552734,13.73291016,278.9001465,99.140625,-0.4058837891,-1.864624023,2.1484375
6.056,-244.140625,380.859375,787.3535156,-97.22900391,-94.84863281,30.02929688,270.5688477,102.4255371,0.8026123047,-1.834106445,2.294921875
6.058,-292.96875,216.6748047,738.5253906,-88.62304688,-95.76416016,33.32519531,263.2751465,105.6225586,1.431274414,1.113891602,0.5920410156
6.06,-329.5898438,233.1542969,787.3535156,-89.90478516,-97.04589844,23.62060547,264.6484375,108.7756348,0.9002685547,1.577758789,-0.4211425781
6.062,-306.3964844,431.5185547,839.84375,-92.28515625,-98.32763672,14.6484375,270.3552246,111.9946289,0.5615234375,-1.385498047,0.5187988281
6.064,-277.0996094,415.6494141,864.2578125,-93.38378906,-100.3417969,13.91601563,272.3693848,115.246582,0.8850097656,-2.416992188,1.782226563
6.066,-281.9824219,300.2929688,815.4296875,-88.80615234,-101.2573242,8.422851563,272.7050781,118.5314941,1.251220703,-0.5737304688,1.620483398
6.068,-303.9550781,230.1025391,797.1191406,-90.63720703,-101.9897461,-2.746582031,268.0053711,121.7724609,1.181030273,1.083374023,0.5676269531
6.07,-303.9550781,314.3310547,814.2089844,-98.32763672,-103.2714844,-11.35253906,265.1672363,124.9584961,0.7446289063,1.040649414,0.4852294922
6.072,-289.3066406,438.8427734,819.0917969,-110.2294922,-101.2573242,-17.578125,265.5334473,128.1445313,0.06713867188,-1.141357422,2.026367188
6.074,-231.9335938,360.1074219,794.6777344,-113.1591797,-98.87695313,-15.01464844,264.6484375,131.3195801,-0.4791259766,-0.8239746094,3.070068359
6.076,-150.1464844,266.1132813,764.1601563,-108.0322266,-98.32763672,-9.521484375,273.7731934,134.5605469,-1.193237305,0.2258300781,2.432250977
6.078,-89.11132813,183.1054688,744.6289063,-100.7080078,-96.49658203,-10.43701172,274.6276855,137.8564453,-1.580810547,1.470947266,1.235961914
6.08,-83.0078125,209.3505859,750.7324219,-102.355957,-95.21484375,-14.28222656,279.6936035,141.1743164,-1.541137695,0.8819580078,1.519775391
6.082,-174.5605469,233.1542969,803.2226563,-111.8774414,-94.48242188,-25.26855469,281.4941406,144.5471191,-1.66015625,-0.1617431641,2.966308594
6.084,-314.9414063,210.5712891,847.1679688,-120.300293,-96.13037109,-37.35351563,284.6374512,147.9418945,-1.63269043,-0.1190185547,3.067016602
6.086,-366.2109375,190.4296875,823.9746094,-123.9624023,-100.1586914,-45.22705078,286.6210938,151.3806152,-0.7843017578,0.8148193359,1.770019531
6.088,-336.9140625,344.8486328,816.6503906,-131.4697266,-104.3701172,-46.50878906,282.3791504,154.7973633,0.634765625,-0.3265380859,1.223754883
6.09,-324.7070313,449.8291016,822.7539063,-124.5117188,-105.6518555,-38.45214844,278.4423828,158.1481934,1.077270508,-2.21862793,1.245117188
6.092,-286.8652344,292.96875,839.84375,-108.0322266,-108.0322266,-16.29638672,285.8276367,161.5319824,0.1403808594,-0.1953125,1.232910156
6.094,-312.5,211.1816406,798.3398438,-94.66552734,-112.7929688,-4.943847656,288.8183594,164.9926758,-1.455688477,1.788330078,0.4058837891
6.096,-329.5898438,289.9169922,819.0917969,-99.42626953,-113.3422852,1.647949219,287.2924805,168.4423828,-1.916503906,1.135253906,0.3540039063
6.098,-284.4238281,422.3632813,839.84375,-104.9194336,-110.0463867,13.91601563,284.6374512,171.8811035,-0.5737304688,-1.214599609,1.141357422
6.1,-240.4785156,369.8730469,856.9335938,-106.2011719,-109.3139648,29.66308594,273.3764648,175.2319336,1.699829102,-1.678466797,1.43737793
6.102,-296.6308594,249.0234375,856.9335938,-104.1870117,-109.6801758,32.2265625,264.5568848,178.4289551,2.404785156,0.08850097656,0.2593994141
6.104,-363.7695313,301.5136719,836.1816406,-102.1728516,-109.1308594,23.25439453,271.8200684,181.6479492,1.43737793,0.04272460938,-1.26953125
6.106,-361.328125,399.7802734,839.84375,-105.8349609,-109.3139648,14.09912109,277.2521973,184.9438477,0.3875732422,-0.9368896484,-0.8941650391
6.108,-312.5,397.9492188,828.8574219,-108.7646484,-108.581543,13.18359375,282.9589844,188.3166504,0.2349853516,-0.9765625,0.8392333984
6.11,-278.3203125,325.3173828,795.8984375,-105.46875,-109.3139648,14.09912109,276.8554688,191.6894531,0.6134033203,0.1403808594,1.873779297
6.112,-283.203125,269.7753906,740.9667969,-98.51074219,-110.4125977,5.493164063,270.3857422,194.9523926,0.5706787109,1.5625,0.9460449219
6.114,-267.3339844,414.4287109,737.3046875,-95.39794922,-110.2294922,-8.422851563,265.9606934,198.1713867,0.03662109375,-0.01220703125,-0.2105712891
6.116,-234.375,444.3359375,778.8085938,-97.59521484,-106.9335938,-18.31054688,267.7612305,201.3574219,-0.4211425781,-1.434326172,0.2105712891
6.118,-200.1953125,324.7070313,771.484375,-92.65136719,-104.0039063,-20.14160156,273.8342285,204.6203613,-0.7171630859,-0.5920410156,1.007080078
6.12,-183.1054688,212.4023438,709.2285156,-86.42578125,-102.355957,-18.67675781,282.6538086,207.9602051,-1.190185547,0.9490966797,0.8453369141
6.122,-156.25,258.1787109,657.9589844,-91.36962891,-101.0742188,-20.14160156,289.9780273,211.4099121,-1.412963867,0.8148193359,0.3479003906
6.124,-152.5878906,315.5517578,701.9042969,-101.9897461,-97.96142578,-24.71923828,284.0270996,214.8486328,-1.406860352,-0.3448486328,1.165771484
6.126,-198.9746094,292.3583984,750.7324219,-111.6943359,-94.66552734,-29.296875,281.7993164,218.2434082,-1.531982422,-0.5218505859,2.069091797
6.128,-289.3066406,205.6884766,739.7460938,-113.8916016,-96.49658203,-34.60693359,281.9519043,221.6162109,-1.669311523,0.2838134766,1.834106445
6.13,-344.2382813,135.4980469,657.9589844,-113.5253906,-99.06005859,-39.91699219,284.362793,225.0219727,-1.126098633,1.425170898,0.7873535156
6.132,-350.3417969,209.3505859,655.5175781,-112.7929688,-101.2573242,-41.56494141,285.5224609,228.4387207,-0.06103515625,0.6439208984,0.3723144531
6.134,-295.4101563,281.3720703,712.890625,-104.7363281,-99.97558594,-31.12792969,288.0554199,231.8774414,0.7232666016,-1.132202148,0.7141113281
6.136,-266.1132813,178.2226563,734.8632813,-92.65136719,-100.3417969,-15.01464844,293.0297852,235.3710938,0.4516601563,-0.1831054688,0.6591796875
6.138,-300.2929688,104.9804688,673.828125,-82.03125,-102.5390625,-6.225585938,292.0227051,238.8867188,-0.6530761719,1.351928711,-0.1129150391
6.14,-284.4238281,244.7509766,635.9863281,-85.14404297,-103.4545898,3.662109375,289.9780273,242.3693848,-0.9460449219,0.6195068359,-0.4425048828
6.142,-227.0507813,454.1015625,703.125,-91.73583984,-104.0039063,15.19775391,286.1633301,245.8300781,-0.1525878906,-2.334594727,0.341796875
6.144,-164.7949219,374.7558594,766.6015625,-95.39794922,-103.2714844,32.77587891,274.8413086,249.1918945,1.10168457,-1.477050781,1.263427734
6.146,-231.9335938,277.7099609,744.6289063,-90.63720703,-103.2714844,32.95898438,271.6369629,252.4438477,0.9735107422,0.5859375,0.6866455078
6.148,-344.2382813,235.5957031,672.6074219,-82.39746094,-102.355957,19.95849609,282.1044922,255.7836914,0.29296875,1.733398438,-0.7720947266
6.15,-357.6660156,361.9384766,710.4492188,-82.03125,-99.609375,6.042480469,282.5622559,259.1784668,0.1983642578,0.1647949219,-0.5279541016
6.152,-300.2929688,415.6494141,803.2226563,-86.05957031,-96.86279297,0,282.6843262,262.5732422,1.239013672,-1.934814453,1.174926758
6.154,-278.3203125,257.5683594,793.4570313,-83.12988281,-96.31347656,1.098632813,273.4985352,265.9020996,2.029418945,-0.6042480469,2.005004883
6.156,-296.6308594,174.5605469,708.0078125,-80.38330078,-95.03173828,-5.493164063,272.644043,269.1650391,1.312255859,0.9704589844,0.8819580078
6.158,-296.6308594,292.3583984,709.2285156,-85.51025391,-94.84863281,-15.38085938,277.7709961,272.4719238,0.1373291016,-0.1525878906,-0.2899169922
6.16,-242.9199219,350.9521484,788.5742188,-95.94726563,-91.73583984,-18.67675781,276.8249512,275.8007813,-0.6958007813,-1.3671875,0.6225585938
6.162,-144.0429688,285.0341797,771.484375,-97.96142578,-89.35546875,-11.90185547,281.6467285,279.1516113,-0.9033203125,-0.5065917969,1.803588867
6.164,-79.34570313,162.3535156,657.9589844,-92.83447266,-90.27099609,-6.225585938,282.1655273,282.5463867,-1.000976563,1.364135742,2.383422852
6.166,-87.890625,191.6503906,634.765625,-96.6796875,-91.91894531,-11.16943359,277.4658203,285.8972168,-1.443481445,1.626586914,2.416992188
6.168,-137.9394531,300.9033203,744.6289063,-102.355957,-91.36962891,-23.25439453,282.1960449,289.2480469,-1.7578125,-0.3723144531,2.325439453
6.17,-191.6503906,253.2958984,810.546875,-104.7363281,-88.80615234,-34.42382813,281.4331055,292.6428223,-1.477050781,-0.5828857422,2.212524414
6.172,-261.2304688,196.5332031,795.8984375,-102.9052734,-88.80615234,-41.74804688,288.9404297,296.048584,-0.7659912109,-0.1434326172,1.617431641
6.174,-327.1484375,175.78125,760.4980469,-104.9194336,-89.53857422,-49.43847656,292.2363281,299.5532227,0.03967285156,0.4180908203,0.8728027344
6.176,-360.1074219,276.4892578,788.5742188,-107.8491211,-89.17236328,-52.36816406,293.9147949,303.0688477,0.5981445313,-0.09460449219,0.7415771484
6.178,-296.6308594,423.5839844,836.1816406,-109.8632813,-84.77783203,-39.55078125,288.7573242,306.5625,0.6286621094,-1.983642578,1.528930664
6.18,-185.546875,346.6796875,814.2089844,-104.5532227,-80.74951172,-15.19775391,289.7338867,310.0341797,-0.06713867188,-1.040649414,1.858520508
6.182,-153.8085938,224.609375,767.8222656,-98.51074219,-80.93261719,3.845214844,284.8205566,313.4729004,-1.095581055,1.171875,1.425170898
6.184,-186.7675781,244.140625,745.8496094,-99.97558594,-82.58056641,10.98632813,286.0107422,316.9006348,-1.705932617,1.568603516,0.6042480469
6.186,-202.6367188,396.1181641,784.9121094,-108.581543,-83.12988281,14.09912109,283.416748,320.3173828,-0.8758544922,-0.8239746094,1.010131836
6.188,-161.1328125,339.3554688,811.7675781,-114.2578125,-82.94677734,21.97265625,275.970459,323.6682129,1.156616211,-1.470947266,1.916503906
6.19,-178.2226563,161.1328125,814.2089844,-111.5112305,-86.05957031,25.45166016,277.1606445,326.986084,2.355957031,0.68359375,1.705932617
6.192,-251.4648438,211.7919922,775.1464844,-104.5532227,-88.98925781,14.83154297,280.456543,330.3259277,1.803588867,0.6500244141,0.1190185547
