"Time","RR_Fx","RR_Fy","RR_Fz","RR_Mx","RR_My","RR_Mz","RR_Wheel,Speed","RR_Position","RR_Ax","RR_Ay","RR_Az"
0.036,-191.6503906,218.5058594,703.125,-81.11572266,-56.76269531,-2.746582031,3.753662109,264.8913574,0.3448486328,-0.06103515625,1.040649414
0.038,-179.4433594,233.7646484,700.6835938,-80.01708984,-56.39648438,-2.563476563,3.753662109,264.8803711,0.4119873047,-0.1647949219,0.9246826172
0.04,-175.78125,242.3095703,694.5800781,-79.1015625,-56.39648438,-3.112792969,3.753662109,264.7924805,0.4852294922,-0.2319335938,0.8819580078
0.042,-162.3535156,235.5957031,689.6972656,-78.36914063,-56.21337891,-2.746582031,3.753662109,264.7155762,0.5157470703,-0.09155273438,0.9979248047
0.044,-137.9394531,229.4921875,689.6972656,-78.55224609,-56.39648438,-2.380371094,3.753662109,264.6496582,0.4608154297,0.003051757813,1.141357422
0.046,-120.8496094,232.5439453,692.1386719,-79.65087891,-56.76269531,-2.9296875,3.753662109,264.6276855,0.29296875,-0.08850097656,1.177978516
0.048,-112.3046875,230.7128906,693.359375,-80.56640625,-56.94580078,-3.479003906,3.753662109,264.6386719,0.05798339844,-0.1861572266,1.077270508
0.05,-102.5390625,219.1162109,692.1386719,-81.66503906,-57.67822266,-3.662109375,3.753662109,264.6276855,-0.05493164063,-0.1403808594,0.9399414063
0.052,-91.55273438,204.4677734,695.8007813,-82.94677734,-58.41064453,-4.028320313,3.753662109,264.6276855,-0.1068115234,0.01525878906,0.9399414063
0.054,-86.66992188,203.2470703,699.4628906,-84.41162109,-58.95996094,-5.126953125,3.753662109,264.6386719,-0.2197265625,0.04272460938,1.089477539
0.056,-89.11132813,209.3505859,699.4628906,-84.9609375,-59.50927734,-6.958007813,3.753662109,264.6276855,-0.3936767578,-0.048828125,1.159667969
0.058,-91.55273438,205.6884766,694.5800781,-83.49609375,-59.87548828,-8.422851563,3.753662109,264.6606445,-0.4943847656,0.03356933594,1.065063477
0.06,-92.7734375,202.0263672,688.4765625,-82.03125,-60.05859375,-9.338378906,3.753662109,264.7375488,-0.4211425781,0.1556396484,0.9216308594
0.062,-102.5390625,204.4677734,686.0351563,-81.66503906,-60.05859375,-9.887695313,3.753662109,264.8254395,-0.2746582031,0.1983642578,0.9521484375
0.064,-125.7324219,217.8955078,688.4765625,-82.21435547,-59.32617188,-10.62011719,3.753662109,264.8913574,-0.1373291016,0.09155273438,1.135253906
0.066,-145.2636719,227.6611328,688.4765625,-82.58056641,-58.77685547,-10.07080078,3.753662109,264.9572754,-0.003051757813,-0.05493164063,1.24206543
0.068,-153.8085938,228.2714844,689.6972656,-82.03125,-58.22753906,-7.690429688,3.753662109,264.9902344,0.1495361328,-0.09460449219,1.129150391
0.07,-162.3535156,225.8300781,695.8007813,-81.48193359,-57.12890625,-4.943847656,3.753662109,264.979248,0.2716064453,-0.07019042969,0.927734375
0.072,-174.5605469,226.4404297,703.125,-81.48193359,-55.48095703,-2.563476563,3.753662109,264.979248,0.3631591797,-0.1373291016,0.8422851563
0.074,-177.0019531,220.3369141,706.7871094,-81.29882813,-54.01611328,0.3662109375,3.753662109,264.9902344,0.4943847656,-0.1068115234,0.8544921875
0.076,-166.015625,214.2333984,705.5664063,-80.93261719,-52.55126953,2.563476563,3.753662109,264.9682617,0.5981445313,0.009155273438,0.8544921875
0.078,-153.8085938,220.3369141,703.125,-80.56640625,-50.72021484,3.295898438,3.753662109,264.8913574,0.6134033203,-0.0244140625,0.8087158203
0.08,-144.0429688,227.0507813,697.0214844,-80.01708984,-49.07226563,2.380371094,3.753662109,264.8254395,0.5645751953,-0.09155273438,0.7965087891
0.082,-131.8359375,227.6611328,689.6972656,-80.01708984,-47.60742188,1.098632813,3.753662109,264.7595215,0.5493164063,-0.06103515625,0.8575439453
0.084,-117.1875,226.4404297,682.3730469,-80.38330078,-46.32568359,-0.5493164063,3.723144531,264.6826172,0.5065917969,-0.02136230469,0.9735107422
0.086,-103.7597656,223.3886719,676.2695313,-80.93261719,-45.77636719,-3.112792969,3.845214844,264.6276855,0.4089355469,0.0244140625,1.116943359
0.088,-93.99414063,222.1679688,673.828125,-81.66503906,-45.59326172,-5.126953125,3.662109375,264.6276855,0.2044677734,-0.02746582031,1.168823242
0.09,-83.0078125,218.5058594,677.4902344,-82.39746094,-45.77636719,-6.591796875,0.1525878906,264.5617676,0,-0.06103515625,1.107788086
0.092,-74.46289063,213.0126953,681.1523438,-83.31298828,-46.32568359,-7.507324219,-1.037597656,264.5397949,-0.1586914063,-0.05493164063,1.055908203
0.094,-72.02148438,208.7402344,683.59375,-83.86230469,-47.05810547,-7.873535156,-0.7629394531,264.5507813,-0.2899169922,-0.009155273438,1.016235352
0.096,-64.69726563,206.9091797,684.8144531,-83.86230469,-48.15673828,-7.690429688,-0.8239746094,264.5397949,-0.3234863281,0.01525878906,1.007080078
0.098,-61.03515625,217.8955078,687.2558594,-84.04541016,-49.07226563,-7.32421875,-0.7934570313,264.5837402,-0.3326416016,-0.09460449219,0.9979248047
0.1,-61.03515625,225.2197266,687.2558594,-82.39746094,-50.53710938,-6.774902344,-0.7629394531,264.6386719,-0.3356933594,-0.1525878906,0.9307861328
0.102,-61.03515625,220.9472656,679.9316406,-80.20019531,-51.81884766,-5.493164063,-1.068115234,264.6826172,-0.2868652344,-0.009155273438,0.8575439453
0.104,-62.25585938,213.6230469,673.828125,-78.73535156,-53.10058594,-3.845214844,1.708984375,264.7595215,-0.2044677734,0.1983642578,0.8728027344
0.106,-68.359375,215.4541016,673.828125,-79.46777344,-54.01611328,-2.9296875,4.272460938,264.8474121,-0.1068115234,0.2349853516,1.065063477
0.108,-90.33203125,220.3369141,678.7109375,-80.93261719,-55.11474609,-3.112792969,3.936767578,264.9023438,-0.05798339844,0.1251220703,1.190185547
0.11,-124.5117188,227.0507813,688.4765625,-82.58056641,-56.03027344,-4.39453125,3.967285156,264.8913574,0.05187988281,-0.09765625,1.129150391
0.112,-151.3671875,219.1162109,698.2421875,-82.94677734,-56.57958984,-4.39453125,3.967285156,264.8913574,0.2899169922,-0.1678466797,0.8636474609
0.114,-170.8984375,205.6884766,706.7871094,-82.39746094,-56.94580078,-4.211425781,3.967285156,264.9023438,0.5096435547,-0.05493164063,0.7049560547
0.116,-189.2089844,200.8056641,706.7871094,-82.03125,-57.12890625,-4.39453125,3.967285156,264.9023438,0.5279541016,0.01525878906,0.7720947266
0.118,-200.1953125,206.9091797,704.3457031,-82.21435547,-56.76269531,-4.211425781,3.967285156,264.8913574,0.4089355469,-0.01525878906,0.9857177734
0.12,-196.5332031,214.84375,703.125,-81.84814453,-56.57958984,-3.662109375,3.967285156,264.9023438,0.2960205078,-0.07019042969,1.092529297
0.122,-184.3261719,227.0507813,704.3457031,-80.93261719,-56.39648438,-2.9296875,3.967285156,264.8913574,0.3326416016,-0.09460449219,1.037597656
0.124,-175.78125,242.9199219,700.6835938,-79.65087891,-56.03027344,-2.9296875,3.967285156,264.8144531,0.4150390625,-0.2288818359,0.9063720703
0.126,-166.015625,241.6992188,693.359375,-78.36914063,-55.84716797,-2.9296875,3.967285156,264.7375488,0.48828125,-0.1617431641,0.8850097656
0.128,-145.2636719,233.7646484,689.6972656,-78.00292969,-55.84716797,-2.197265625,3.967285156,264.6606445,0.5065917969,-0.03662109375,0.9979248047
0.13,-124.5117188,231.3232422,692.1386719,-78.55224609,-56.03027344,-2.380371094,3.967285156,264.6276855,0.3997802734,-0.01831054688,1.138305664
0.132,-111.0839844,233.7646484,694.5800781,-79.83398438,-56.57958984,-2.9296875,3.967285156,264.6386719,0.1708984375,-0.1312255859,1.150512695
0.134,-103.7597656,226.4404297,693.359375,-81.29882813,-57.31201172,-3.295898438,3.967285156,264.6276855,-0.01220703125,-0.1678466797,1.025390625
0.136,-92.7734375,211.1816406,694.5800781,-82.58056641,-58.04443359,-3.479003906,3.967285156,264.6276855,-0.09765625,-0.06713867188,0.9246826172
0.138,-86.66992188,200.8056641,699.4628906,-83.86230469,-58.77685547,-4.39453125,3.967285156,264.6386719,-0.1556396484,0.04577636719,0.9735107422
0.14,-87.890625,205.6884766,700.6835938,-85.32714844,-59.50927734,-6.042480469,3.967285156,264.6276855,-0.3204345703,0,1.138305664
0.142,-91.55273438,208.1298828,698.2421875,-84.9609375,-60.05859375,-8.056640625,3.967285156,264.6386719,-0.48828125,-0.07019042969,1.168823242
0.144,-95.21484375,202.6367188,689.6972656,-82.76367188,-60.42480469,-9.338378906,3.967285156,264.7045898,-0.4943847656,0.06713867188,1.031494141
0.146,-98.87695313,202.6367188,686.0351563,-81.84814453,-60.60791016,-10.07080078,3.967285156,264.8034668,-0.3631591797,0.1800537109,0.9307861328
0.148,-117.1875,209.9609375,687.2558594,-81.84814453,-60.24169922,-10.80322266,3.967285156,264.8803711,-0.2044677734,0.1708984375,1.028442383
0.15,-140.3808594,224.609375,689.6972656,-82.39746094,-59.69238281,-10.80322266,3.967285156,264.9462891,-0.06408691406,0.03662109375,1.208496094
0.152,-155.0292969,231.9335938,688.4765625,-82.21435547,-58.77685547,-9.155273438,3.967285156,264.9902344,0.09460449219,-0.1007080078,1.211547852
0.154,-161.1328125,228.8818359,690.9179688,-81.66503906,-57.86132813,-6.225585938,3.967285156,264.979248,0.2685546875,-0.1098632813,1.049804688
0.156,-172.1191406,226.4404297,698.2421875,-81.29882813,-56.57958984,-3.662109375,3.967285156,264.979248,0.3692626953,-0.09765625,0.8666992188
0.158,-178.2226563,227.6611328,704.3457031,-81.48193359,-54.74853516,-0.5493164063,3.967285156,264.979248,0.4669189453,-0.1831054688,0.8453369141
0.16,-174.5605469,216.0644531,705.5664063,-81.29882813,-53.10058594,2.197265625,3.967285156,264.9902344,0.5889892578,-0.07019042969,0.8514404297
0.162,-161.1328125,214.84375,705.5664063,-80.93261719,-51.45263672,3.662109375,3.967285156,264.9353027,0.6378173828,0.0244140625,0.8239746094
0.164,-147.7050781,223.9990234,700.6835938,-80.56640625,-49.62158203,3.662109375,3.967285156,264.8693848,0.6317138672,-0.07934570313,0.7995605469
0.166,-137.9394531,226.4404297,692.1386719,-80.38330078,-47.97363281,2.197265625,3.967285156,264.7924805,0.5798339844,-0.09765625,0.8422851563
0.168,-123.2910156,225.8300781,684.8144531,-80.38330078,-46.50878906,0.3662109375,3.967285156,264.7265625,0.5310058594,-0.02746582031,0.9185791016
0.17,-108.6425781,223.3886719,678.7109375,-80.74951172,-45.77636719,-2.014160156,3.967285156,264.6496582,0.4577636719,0.02746582031,1.037597656
0.172,-97.65625,222.7783203,673.828125,-81.29882813,-45.41015625,-4.577636719,3.936767578,264.6276855,0.3082275391,0.006103515625,1.138305664
0.174,-86.66992188,222.7783203,673.828125,-82.03125,-45.41015625,-6.591796875,4.241943359,264.6386719,0.07629394531,-0.03662109375,1.132202148
0.176,-78.125,217.2851563,676.2695313,-82.94677734,-45.95947266,-7.690429688,1.373291016,264.5837402,-0.09155273438,-0.0244140625,1.07421875
0.178,-73.2421875,212.4023438,681.1523438,-83.86230469,-46.50878906,-8.422851563,-1.068115234,264.5397949,-0.2410888672,-0.04577636719,1.04675293
0.18,-67.13867188,205.6884766,682.3730469,-84.04541016,-47.60742188,-8.239746094,-0.732421875,264.5507813,-0.3326416016,0.003051757813,1.016235352
0.182,-61.03515625,210.5712891,682.3730469,-84.22851563,-48.88916016,-7.507324219,-0.7629394531,264.6057129,-0.3509521484,-0.009155273438,1.000976563
0.184,-59.81445313,222.1679688,686.0351563,-83.67919922,-50.35400391,-7.141113281,-0.732421875,264.6386719,-0.3631591797,-0.1312255859,0.9918212891
0.186,-61.03515625,223.3886719,682.3730469,-81.48193359,-51.81884766,-6.225585938,-1.129150391,264.6716309,-0.3479003906,-0.09155273438,0.8941650391
0.188,-61.03515625,217.2851563,675.0488281,-79.65087891,-53.10058594,-4.577636719,1.312255859,264.7485352,-0.2655029297,0.07629394531,0.8514404297
0.19,-64.69726563,212.4023438,671.3867188,-79.28466797,-54.38232422,-3.112792969,4.943847656,264.8474121,-0.146484375,0.2258300781,0.9765625
0.192,-80.56640625,214.84375,675.0488281,-80.38330078,-55.48095703,-2.9296875,4.699707031,264.8913574,-0.05798339844,0.2197265625,1.138305664
0.194,-114.7460938,225.2197266,682.3730469,-82.39746094,-56.39648438,-4.211425781,4.699707031,264.9133301,0.01525878906,-0.006103515625,1.174926758
0.196,-148.9257813,225.8300781,693.359375,-82.94677734,-57.12890625,-4.760742188,4.699707031,264.979248,0.2075195313,-0.1770019531,1.000976563
0.198,-169.6777344,213.0126953,703.125,-82.58056641,-57.67822266,-4.39453125,4.699707031,264.9902344,0.4547119141,-0.1190185547,0.7354736328
0.2,-187.9882813,202.6367188,705.5664063,-81.84814453,-57.86132813,-4.39453125,4.699707031,264.979248,0.5645751953,0.006103515625,0.6622314453
0.202,-206.2988281,201.4160156,703.125,-82.03125,-57.67822266,-4.577636719,4.699707031,264.9902344,0.4699707031,0.05798339844,0.8514404297
0.204,-207.5195313,215.4541016,704.3457031,-82.21435547,-57.31201172,-3.845214844,4.699707031,264.9682617,0.3265380859,-0.08544921875,1.077270508
0.206,-195.3125,226.4404297,704.3457031,-81.66503906,-56.76269531,-3.112792969,4.699707031,264.9023438,0.3204345703,-0.1312255859,1.113891602
0.208,-184.3261719,237.4267578,699.4628906,-80.01708984,-56.39648438,-2.746582031,4.699707031,264.8693848,0.4150390625,-0.1708984375,0.9216308594
0.21,-174.5605469,239.8681641,693.359375,-78.55224609,-56.03027344,-2.746582031,4.699707031,264.7814941,0.5035400391,-0.1647949219,0.8239746094
0.212,-156.25,231.9335938,689.6972656,-77.81982422,-56.03027344,-2.197265625,4.699707031,264.7155762,0.5584716797,-0.01831054688,0.9460449219
0.214,-130.6152344,230.1025391,689.6972656,-78.73535156,-56.03027344,-2.197265625,4.699707031,264.6386719,0.4486083984,0.01220703125,1.147460938
0.216,-113.5253906,235.5957031,689.6972656,-79.83398438,-56.57958984,-2.380371094,4.699707031,264.6276855,0.2288818359,-0.1281738281,1.208496094
0.218,-104.9804688,230.7128906,690.9179688,-80.74951172,-57.12890625,-3.112792969,4.699707031,264.6386719,0.03356933594,-0.2105712891,1.065063477
0.22,-97.65625,216.0644531,690.9179688,-81.66503906,-58.04443359,-3.662109375,4.699707031,264.6276855,-0.04577636719,-0.09460449219,0.8819580078
0.222,-91.55273438,201.4160156,697.0214844,-83.31298828,-58.77685547,-4.211425781,4.699707031,264.6386719,-0.08850097656,0.05493164063,0.9124755859
0.224,-87.890625,201.4160156,699.4628906,-84.9609375,-59.50927734,-5.676269531,4.699707031,264.6276855,-0.2166748047,0.048828125,1.123046875
0.226,-89.11132813,209.3505859,698.2421875,-85.14404297,-60.05859375,-7.32421875,4.699707031,264.6276855,-0.4608154297,-0.048828125,1.214599609
0.228,-91.55273438,205.6884766,692.1386719,-83.12988281,-60.42480469,-8.972167969,4.699707031,264.6826172,-0.5615234375,0.009155273438,1.058959961
0.23,-96.43554688,202.0263672,687.2558594,-81.48193359,-60.60791016,-10.25390625,4.699707031,264.7705078,-0.4760742188,0.1403808594,0.8850097656
0.232,-111.0839844,206.2988281,687.2558594,-81.29882813,-60.24169922,-10.80322266,4.699707031,264.8693848,-0.2777099609,0.1922607422,0.9552001953
0.234,-133.0566406,217.2851563,687.2558594,-82.03125,-59.69238281,-10.98632813,4.699707031,264.9353027,-0.07934570313,0.1159667969,1.196289063
0.236,-148.9257813,230.7128906,687.2558594,-82.21435547,-58.95996094,-9.887695313,4.699707031,264.9902344,0.0732421875,-0.05493164063,1.278686523
0.238,-156.25,231.9335938,687.2558594,-81.66503906,-58.04443359,-7.141113281,4.699707031,264.979248,0.1922607422,-0.1403808594,1.138305664
0.24,-164.7949219,225.8300781,693.359375,-80.74951172,-56.94580078,-4.39453125,4.699707031,264.979248,0.2746582031,-0.1129150391,0.8819580078
0.242,-174.5605469,225.8300781,701.9042969,-80.74951172,-55.29785156,-1.647949219,4.699707031,264.979248,0.3875732422,-0.146484375,0.8026123047
0.244,-175.78125,217.8955078,704.3457031,-80.93261719,-53.83300781,1.46484375,4.699707031,264.9902344,0.5554199219,-0.07629394531,0.87890625
0.246,-167.2363281,211.1816406,703.125,-80.93261719,-52.18505859,3.295898438,4.699707031,264.979248,0.6469726563,0.0244140625,0.9033203125
0.248,-153.8085938,220.3369141,699.4628906,-80.38330078,-50.72021484,3.662109375,4.699707031,264.9023438,0.6286621094,-0.05798339844,0.830078125
0.25,-144.0429688,227.0507813,694.5800781,-80.01708984,-49.07226563,2.563476563,4.699707031,264.8254395,0.5767822266,-0.1098632813,0.7934570313
0.252,-133.0566406,225.8300781,687.2558594,-79.83398438,-47.79052734,0.732421875,4.699707031,264.7485352,0.5249023438,-0.048828125,0.8544921875
0.254,-119.6289063,222.7783203,679.9316406,-80.20019531,-46.69189453,-1.281738281,4.699707031,264.6826172,0.4852294922,0.03356933594,0.9979248047
0.256,-106.2011719,221.5576172,675.0488281,-80.56640625,-46.32568359,-3.662109375,4.699707031,264.6276855,0.4089355469,0.03662109375,1.14440918
0.258,-95.21484375,223.3886719,673.828125,-81.29882813,-46.14257813,-5.859375,4.913330078,264.6386719,0.2075195313,-0.04272460938,1.153564453
0.26,-84.22851563,220.9472656,676.2695313,-82.03125,-46.50878906,-7.507324219,1.159667969,264.5837402,-0.04272460938,-0.0732421875,1.065063477
0.262,-78.125,213.6230469,679.9316406,-82.76367188,-47.05810547,-8.239746094,-1.129150391,264.5397949,-0.2166748047,-0.04577636719,0.9948730469
0.264,-72.02148438,206.9091797,681.1523438,-83.31298828,-48.15673828,-8.239746094,-0.732421875,264.5507813,-0.3295898438,0.01525878906,0.9765625
0.266,-62.25585938,205.6884766,681.1523438,-83.67919922,-49.43847656,-7.507324219,-0.7629394531,264.5397949,-0.3051757813,0.04272460938,1.022338867
0.268,-59.81445313,217.8955078,684.8144531,-83.67919922,-50.72021484,-6.958007813,-0.732421875,264.6057129,-0.3356933594,-0.09155273438,1.062011719
0.27,-61.03515625,222.1679688,683.59375,-81.84814453,-52.18505859,-6.774902344,-0.8850097656,264.6386719,-0.3875732422,-0.1281738281,0.9582519531
0.272,-61.03515625,214.2333984,677.4902344,-79.46777344,-53.64990234,-5.310058594,-0.5493164063,264.7045898,-0.3326416016,0.048828125,0.8331298828
0.274,-62.25585938,211.7919922,672.6074219,-78.73535156,-55.11474609,-3.662109375,3.41796875,264.8034668,-0.1922607422,0.1892089844,0.8850097656
0.276,-76.90429688,213.0126953,673.828125,-79.83398438,-56.03027344,-3.295898438,4.516601563,264.8803711,-0.09155273438,0.2197265625,1.095581055
0.278,-106.2011719,220.3369141,679.9316406,-81.29882813,-56.94580078,-4.39453125,4.241943359,264.9023438,-0.048828125,0.07019042969,1.229858398
0.28,-141.6015625,225.8300781,689.6972656,-82.58056641,-57.49511719,-5.126953125,4.272460938,264.9572754,0.1098632813,-0.146484375,1.086425781
0.282,-166.015625,215.4541016,701.9042969,-82.03125,-58.04443359,-4.943847656,4.272460938,264.9902344,0.3570556641,-0.1251220703,0.7843017578
0.284,-184.3261719,206.2988281,706.7871094,-81.29882813,-57.86132813,-4.760742188,4.272460938,264.979248,0.5310058594,-0.048828125,0.6561279297
0.286,-202.6367188,200.8056641,703.125,-81.29882813,-57.67822266,-4.577636719,4.272460938,264.979248,0.5187988281,0.009155273438,0.7965087891
0.288,-206.2988281,214.2333984,703.125,-81.84814453,-57.31201172,-4.028320313,4.272460938,264.9902344,0.3570556641,-0.08239746094,1.058959961
0.29,-197.7539063,222.7783203,703.125,-81.11572266,-56.76269531,-3.295898438,4.272460938,264.9462891,0.3143310547,-0.1403808594,1.14440918
0.292,-184.3261719,232.5439453,700.6835938,-79.65087891,-56.21337891,-2.746582031,4.272460938,264.8913574,0.3814697266,-0.1403808594,0.9704589844
0.294,-174.5605469,238.0371094,694.5800781,-78.55224609,-55.84716797,-2.563476563,4.272460938,264.8254395,0.4852294922,-0.1708984375,0.8117675781
0.296,-158.6914063,230.7128906,689.6972656,-78.00292969,-55.6640625,-1.831054688,4.272460938,264.7375488,0.5798339844,-0.01525878906,0.9216308594
0.298,-135.4980469,229.4921875,688.4765625,-78.73535156,-55.6640625,-1.46484375,4.272460938,264.6606445,0.5187988281,-0.006103515625,1.129150391
0.3,-115.9667969,233.7646484,689.6972656,-79.46777344,-56.03027344,-2.197265625,4.272460938,264.6276855,0.2777099609,-0.1373291016,1.193237305
0.302,-107.421875,231.9335938,690.9179688,-79.83398438,-56.57958984,-3.295898438,4.272460938,264.6386719,0.03051757813,-0.2227783203,1.058959961
0.304,-102.5390625,218.5058594,692.1386719,-80.93261719,-57.31201172,-3.845214844,4.272460938,264.6276855,-0.01831054688,-0.1342773438,0.8880615234
0.306,-92.7734375,203.8574219,695.8007813,-82.76367188,-58.41064453,-4.028320313,4.272460938,264.6276855,-0.01525878906,0.05187988281,0.9033203125
0.308,-87.890625,200.8056641,699.4628906,-84.41162109,-59.14306641,-5.310058594,4.272460938,264.6386719,-0.1861572266,0.09765625,1.080322266
0.31,-86.66992188,209.3505859,699.4628906,-84.9609375,-59.69238281,-7.32421875,4.272460938,264.6276855,-0.4455566406,-0.048828125,1.174926758
0.312,-90.33203125,206.9091797,695.8007813,-83.67919922,-60.42480469,-8.972167969,4.272460938,264.6496582,-0.6072998047,-0.04577636719,1.062011719
0.314,-93.99414063,202.6367188,690.9179688,-81.66503906,-60.79101563,-10.07080078,4.272460938,264.7375488,-0.537109375,0.1190185547,0.8911132813
0.316,-104.9804688,204.4677734,687.2558594,-81.29882813,-60.79101563,-10.62011719,4.272460938,264.8364258,-0.2990722656,0.2044677734,0.927734375
0.318,-125.7324219,212.4023438,687.2558594,-82.03125,-60.24169922,-10.80322266,4.272460938,264.9023438,-0.08544921875,0.1586914063,1.147460938
0.32,-144.0429688,227.6611328,688.4765625,-82.39746094,-59.50927734,-10.25390625,4.272460938,264.9682617,0.02746582031,-0.03967285156,1.284790039
0.322,-153.8085938,232.5439453,688.4765625,-82.03125,-58.59375,-8.056640625,4.272460938,264.9902344,0.1037597656,-0.1525878906,1.159667969
0.324,-163.5742188,224.609375,693.359375,-81.11572266,-57.31201172,-5.310058594,4.272460938,264.979248,0.1953125,-0.1068115234,0.9185791016
0.326,-173.3398438,221.5576172,700.6835938,-80.93261719,-55.84716797,-2.563476563,4.272460938,264.979248,0.3631591797,-0.07629394531,0.8361816406
0.328,-178.2226563,221.5576172,704.3457031,-81.29882813,-54.19921875,0.3662109375,4.272460938,264.9902344,0.5645751953,-0.1068115234,0.9155273438
0.33,-172.1191406,213.0126953,705.5664063,-81.11572266,-52.36816406,2.746582031,4.272460938,264.9902344,0.6774902344,-0.009155273438,0.9338378906
0.332,-158.6914063,217.2851563,703.125,-80.56640625,-50.35400391,3.662109375,4.272460938,264.9353027,0.6744384766,-0.03051757813,0.8361816406
0.334,-146.484375,225.2197266,697.0214844,-80.01708984,-48.52294922,3.112792969,4.272460938,264.8474121,0.5798339844,-0.1190185547,0.7507324219
0.336,-134.2773438,228.2714844,689.6972656,-80.01708984,-47.05810547,1.46484375,4.272460938,264.7814941,0.5279541016,-0.09460449219,0.830078125
0.338,-119.6289063,225.8300781,681.1523438,-80.38330078,-45.59326172,0,4.241943359,264.7155762,0.5310058594,-0.006103515625,1.013183594
0.34,-103.7597656,220.9472656,673.828125,-80.74951172,-45.04394531,-2.380371094,4.364013672,264.6386719,0.4699707031,0.07019042969,1.159667969
0.342,-92.7734375,222.7783203,672.6074219,-81.29882813,-44.67773438,-4.943847656,4.119873047,264.6276855,0.2532958984,0.006103515625,1.181030273
0.344,-81.78710938,220.9472656,675.0488281,-82.03125,-44.67773438,-6.774902344,0.1220703125,264.5617676,-0.009155273438,-0.05798339844,1.086425781
0.346,-73.2421875,217.2851563,679.9316406,-83.12988281,-45.22705078,-7.690429688,-1.037597656,264.5397949,-0.1800537109,-0.07934570313,1.025390625
0.348,-67.13867188,209.3505859,682.3730469,-83.86230469,-46.14257813,-8.056640625,-0.7629394531,264.5507813,-0.2746582031,-0.03967285156,0.9979248047
0.35,-58.59375,203.8574219,682.3730469,-84.04541016,-47.05810547,-7.507324219,-0.8239746094,264.5397949,-0.3265380859,0.05798339844,1.028442383
0.352,-52.49023438,213.6230469,684.8144531,-84.22851563,-48.33984375,-6.958007813,-0.7934570313,264.5507813,-0.3723144531,-0.02746582031,1.034545898
0.354,-54.93164063,223.9990234,684.8144531,-82.76367188,-49.8046875,-7.141113281,-0.7629394531,264.6166992,-0.4241943359,-0.146484375,0.9368896484
0.356,-56.15234375,223.3886719,679.9316406,-80.56640625,-51.26953125,-5.859375,-1.098632813,264.6716309,-0.3814697266,-0.05798339844,0.8575439453
